msisdn,tower_id,call_type,dest_nr,call_duration_sec,start_time
5597665788123,1168,voice,9026522451807,893,2024-01-02 00:14:47.989250
3804573746890,411,video,9443478551626,221,2024-01-02 00:07:46.792752
7622962201338,1228,voice,5032888048121,1046,2024-01-02 00:13:17.164573
7096220869172,1798,voice,5580699877992,1174,2024-01-02 00:00:57.019980
6043515208455,1565,video,3240052267131,692,2024-01-02 00:17:01.395654
9920359629265,141,video,3479315908868,1375,2024-01-02 00:11:58.547201
7353568730611,154,video,1609212332375,1617,2024-01-02 00:06:51.746055
2368106064776,1894,video,9326504632395,473,2024-01-02 00:06:35.116374
3845418293039,41,voice,6580839060456,1241,2024-01-02 00:04:31.780460
0446445837254,487,voice,5772371100091,144,2024-01-02 00:13:55.146508
0548775579820,417,video,6149588750808,982,2024-01-02 00:14:25.347951
0066494874994,1054,video,7891793917730,516,2024-01-02 00:06:27.348164
9720157612800,157,video,1968349148099,49,2024-01-02 00:09:00.399628
0368170474007,756,video,9664789604594,1689,2024-01-02 00:05:11.976707
9896612510517,1229,video,9848574676468,1601,2024-01-02 00:01:42.225272
3445761644348,75,voice,6334556758694,603,2024-01-02 00:14:57.368862
9704717977105,1349,voice,3694855186701,1654,2024-01-02 00:08:56.212898
2482457083075,1674,video,9841042544095,164,2024-01-02 00:10:43.610091
9405251059503,1329,video,8796970673167,160,2024-01-02 00:12:42.247088
1133852917453,1295,voice,9142712378802,184,2024-01-02 00:04:40.487648
8757151526078,1911,voice,6700453827980,555,2024-01-02 00:01:58.252277
6666277463216,1687,voice,3592907733646,1279,2024-01-02 00:10:15.209640
4712311274378,603,voice,1144520640003,1184,2024-01-02 00:13:44.537327
1476893481271,1580,voice,8143106180042,1579,2024-01-02 00:06:56.313700
3435635593325,64,voice,4338728305224,1084,2024-01-02 00:07:58.424716
8482330318694,1600,voice,1403164822087,831,2024-01-02 00:01:28.618168
1420345042636,1823,video,6977400290021,940,2024-01-02 00:06:31.261814
8388734398876,307,video,9692311669584,414,2024-01-02 00:08:53.835088
2202736044713,651,video,2014608419265,1135,2024-01-02 00:01:59.698146
3752010235139,770,video,1793889715767,1304,2024-01-02 00:10:55.800106
1009699132272,1286,voice,6223048636236,548,2024-01-02 00:10:31.028146
3510631339643,58,voice,0474194973039,731,2024-01-02 00:14:09.611678
5630513818686,1861,voice,4362855558921,457,2024-01-02 00:12:42.036853
6775184730266,539,voice,0553782860658,1512,2024-01-02 00:09:00.527641
7753259019357,216,voice,9220477912554,1000,2024-01-02 00:01:36.978959
6910999391825,1802,voice,4877776690775,1145,2024-01-02 00:01:27.816525
5274782165494,1799,voice,1920016840693,171,2024-01-02 00:14:26.978500
5228444049200,597,voice,8583928289922,1518,2024-01-02 00:07:48.367525
6369953105975,991,voice,5709263028732,7,2024-01-02 00:14:41.706204
8987115808409,1171,video,8325563424949,1232,2024-01-02 00:12:33.663004
4191314566053,1880,voice,9544293880957,712,2024-01-02 00:11:52.082015
6124113439533,325,video,5278736471431,1726,2024-01-02 00:09:59.832842
2337309579426,186,video,4600131370484,240,2024-01-02 00:04:01.937277
3990500532699,1446,video,5283892413787,1499,2024-01-02 00:01:21.997663
0186571563389,288,video,6254943730882,1607,2024-01-02 00:13:05.927449
5174293435300,939,video,7477516799743,328,2024-01-02 00:01:22.994331
0701213434014,502,video,1650720858563,1342,2024-01-02 00:03:53.445345
5012080096082,967,voice,1082917770836,578,2024-01-02 00:14:00.836262
9489129176838,976,video,3913014646760,616,2024-01-02 00:16:16.048265
5666430116488,1258,video,0314706780602,164,2024-01-02 00:08:33.794470
2315249470014,255,voice,7215580304519,1794,2024-01-02 00:11:15.549339
6097646254430,1732,video,6387844605815,491,2024-01-02 00:02:36.664932
5678330537900,1135,voice,8880132966660,195,2024-01-02 00:14:11.236115
6192838560918,1445,video,6661942727118,1121,2024-01-02 00:14:07.861184
2688669018764,804,voice,4323482971049,192,2024-01-02 00:00:50.471887
7279096472116,889,video,1424749748559,977,2024-01-02 00:10:49.078483
2702675722588,1960,voice,6605888255346,731,2024-01-02 00:17:10.451412
6891933682323,636,voice,6126010979424,760,2024-01-02 00:10:51.722860
2542493967427,1687,video,6795147438604,22,2024-01-02 00:13:07.916912
2184865085776,1167,video,4174639797379,279,2024-01-02 00:14:36.783484
1849950130075,436,video,4313474017924,1000,2024-01-02 00:14:24.269796
4537326443078,625,voice,0062579211289,1532,2024-01-02 00:16:44.906722
9009218331536,1919,voice,4567037543434,68,2024-01-02 00:14:14.992048
5017675389406,1039,video,0337789780634,162,2024-01-02 00:02:27.858128
4010095422561,1942,voice,6763493980655,1038,2024-01-02 00:09:58.126976
6815121388890,604,voice,4933745623306,206,2024-01-02 00:15:25.504069
3401401291418,1792,voice,8004389018129,620,2024-01-02 00:01:50.435954
7053864252284,374,voice,4936608754979,1361,2024-01-02 00:08:16.695291
6678414330309,958,voice,8710710335400,882,2024-01-02 00:15:14.827929
5147687155420,1459,voice,7047965413090,508,2024-01-02 00:16:56.717575
6227065051148,977,video,8144572006040,36,2024-01-02 00:01:44.947093
0292663170960,1248,voice,8050915369240,974,2024-01-02 00:01:52.987176
4395880104285,1855,voice,8152753964762,1679,2024-01-02 00:02:59.086320
4681825033780,986,voice,1249606689503,1552,2024-01-02 00:07:34.273285
8699694744252,1096,voice,6191119398287,1226,2024-01-02 00:04:43.672730
0633706887873,1665,voice,2052508594706,360,2024-01-02 00:08:03.423182
2342377399790,1014,voice,8992597997526,811,2024-01-02 00:08:36.028761
0603629550419,589,voice,9947301699054,270,2024-01-02 00:10:48.925215
7199135816288,1993,video,4392419309806,1641,2024-01-02 00:07:06.247500
4582076284111,1190,voice,6304597372523,301,2024-01-02 00:04:44.748390
3634856183936,1355,voice,3209710054792,1194,2024-01-02 00:16:03.537317
6108967649231,433,voice,4772064824750,1338,2024-01-02 00:13:42.994799
0518676332749,839,video,6898211829608,820,2024-01-02 00:06:16.757851
0246982343631,952,voice,8623777370156,834,2024-01-02 00:10:32.750566
3213105077229,171,voice,6653850664569,1453,2024-01-02 00:05:19.997535
5684728149691,1652,video,5514110274257,651,2024-01-02 00:03:37.898256
8445042682412,1425,video,1143961859237,500,2024-01-02 00:15:40.278590
1904083791420,204,voice,0941049011589,821,2024-01-02 00:03:02.536540
3124486839399,1068,voice,4964944190079,1265,2024-01-02 00:16:10.568655
5395982928214,1554,video,2310473660901,112,2024-01-02 00:12:04.441759
4140036034292,1727,voice,1399849275806,71,2024-01-02 00:06:06.704965
5138782489495,145,voice,3322586242333,1468,2024-01-02 00:02:35.512831
4225473371913,265,video,5243739238547,128,2024-01-02 00:10:29.620213
1067240187466,1224,video,7486777731362,1191,2024-01-02 00:14:07.064720
9630699978864,1270,video,6796177063598,863,2024-01-02 00:16:05.319388
1831543921045,1818,voice,2457785333805,1615,2024-01-02 00:11:16.629167
0863243017947,1753,voice,7530065061409,216,2024-01-02 00:01:27.260832
9695355535073,1889,voice,7877721204336,897,2024-01-02 00:07:54.191980
2401614647844,1731,video,1291661844668,809,2024-01-02 00:08:19.529159
7014694744677,455,video,3809889200191,1130,2024-01-02 00:00:59.519180
1375190941314,488,video,2951538958457,613,2024-01-02 00:07:01.427106
2378591896265,256,voice,2246495302822,486,2024-01-02 00:08:48.682606
6986422365956,1045,video,9658915625640,119,2024-01-02 00:12:56.858305
8759945259270,1160,voice,3667436970582,1739,2024-01-02 00:15:14.923463
4694031997322,953,video,4274125812776,260,2024-01-02 00:16:27.694356
7384854553194,326,video,3554034315996,1069,2024-01-02 00:02:58.094457
5814575955454,73,video,3091633796348,954,2024-01-02 00:10:12.942450
9167711228274,1578,voice,8392014655263,7,2024-01-02 00:09:52.163214
3257166568963,638,video,9500625610006,267,2024-01-02 00:10:04.408953
4226383915554,367,video,1180649212000,883,2024-01-02 00:00:42.435571
4265002204002,1131,video,9421876211131,790,2024-01-02 00:13:49.007541
7511087941073,1154,voice,0403798271884,1744,2024-01-02 00:07:42.753444
5563523979097,622,video,4915680585208,629,2024-01-02 00:07:22.067166
1621760464568,1419,voice,0164079453254,1717,2024-01-02 00:15:51.840343
6039243056311,895,voice,1379074093903,1375,2024-01-02 00:10:09.882735
5540375100039,1138,voice,6745330131468,491,2024-01-02 00:08:10.850408
6377683206817,492,voice,5576175200042,1477,2024-01-02 00:06:28.843863
7371045647887,919,video,0361058379757,478,2024-01-02 00:04:00.344099
1866204333310,1333,video,7136664797479,744,2024-01-02 00:07:12.561321
6942762172236,565,video,9902318183891,226,2024-01-02 00:11:07.813751
8034557566132,1529,voice,4313038650880,250,2024-01-02 00:05:25.922225
4916907325379,1224,voice,0149802661095,1681,2024-01-02 00:14:09.981046
0565656466031,762,video,0523717527309,1136,2024-01-02 00:13:37.940901
8351942833786,597,video,1951627177739,1215,2024-01-02 00:12:09.203318
2450183693226,736,voice,7811736025867,788,2024-01-02 00:11:25.546999
7266493693632,1997,video,2329792155305,557,2024-01-02 00:13:02.008359
3764042005286,1881,video,5461550176680,652,2024-01-02 00:15:17.629990
7385119594080,1080,video,7291942567844,83,2024-01-02 00:07:03.176192
6716806151196,617,video,1856363787198,182,2024-01-02 00:05:30.892955
0957348731347,1137,video,3318633438162,1244,2024-01-02 00:09:24.095535
8707544580648,945,video,3874877362485,586,2024-01-02 00:08:15.609851
7949891399324,591,voice,3172027472994,173,2024-01-02 00:14:53.112351
4992959691093,874,voice,6481078251654,1144,2024-01-02 00:05:38.836364
1502685081719,399,voice,2864778524332,110,2024-01-02 00:07:08.056916
0052505633070,192,video,2385509245246,1064,2024-01-02 00:01:05.839840
9280775494268,307,voice,1936003445741,954,2024-01-02 00:13:35.643344
7565832039599,1078,voice,0978946459249,244,2024-01-02 00:07:56.925453
6064146108102,1679,video,9977141303220,206,2024-01-02 00:16:44.662212
4407682660898,1449,voice,1941978723639,409,2024-01-02 00:04:20.196726
6742478901990,161,video,1593509441753,223,2024-01-02 00:08:43.063688
8483330412419,233,voice,7287305716795,711,2024-01-02 00:00:30.410100
6475293618129,58,voice,8718275273421,1179,2024-01-02 00:06:24.486831
8330945712911,214,voice,4465398168385,1785,2024-01-02 00:06:02.224682
8912424219544,845,video,1678295267902,328,2024-01-02 00:02:18.735118
6909756621022,81,video,6063724114604,495,2024-01-02 00:09:35.480760
3393821804355,196,voice,5124190591339,254,2024-01-02 00:10:22.750757
0636921252716,85,voice,2068172247693,1294,2024-01-02 00:15:57.946694
7940171195735,1897,video,3233032414361,1702,2024-01-02 00:05:06.120681
5259477580348,1706,video,2197290938735,1137,2024-01-02 00:03:53.814603
2922675501568,1174,video,4342453538670,359,2024-01-02 00:13:50.084271
5667694363522,709,voice,5254056419600,256,2024-01-02 00:07:59.073480
6102529094742,1217,video,4951004512004,284,2024-01-02 00:16:26.614865
7738530973480,887,video,8732266125456,1159,2024-01-02 00:02:14.836185
3632937389475,1922,voice,2241438216669,1241,2024-01-02 00:14:05.561131
0364825755160,1168,voice,2230827460705,593,2024-01-02 00:12:21.140790
1417367810558,39,video,5987208106283,386,2024-01-02 00:01:55.460939
1946532882212,1053,voice,0963285768819,1481,2024-01-02 00:16:46.263659
3225835636537,944,voice,0690899564777,124,2024-01-02 00:07:51.656989
1186751705038,673,video,4125981909998,1651,2024-01-02 00:17:08.552940
8198999898340,1394,video,5163463495655,516,2024-01-02 00:15:29.207182
0853299892569,155,voice,9321396085180,588,2024-01-02 00:01:15.216679
5828949685227,1648,voice,8884331410927,1742,2024-01-02 00:10:44.270557
9865049960872,797,voice,0028234172953,1111,2024-01-02 00:05:32.966214
6309133854141,1908,video,7676325493064,1408,2024-01-02 00:10:06.355183
0029437231717,1707,video,6918307042733,1791,2024-01-02 00:17:04.477831
8350040566108,180,video,1183583125065,1688,2024-01-02 00:03:07.609356
2567056069862,18,voice,6456746832690,1226,2024-01-02 00:07:38.042022
2837463381035,362,voice,1196972907668,1508,2024-01-02 00:11:54.879370
3994456470595,906,video,6057132253683,1363,2024-01-02 00:00:45.270093
3637251829172,736,voice,9475617868812,687,2024-01-02 00:01:09.207269
5945068766882,428,voice,0662033333621,1000,2024-01-02 00:00:43.727181
2985866100829,578,voice,9580773551437,6,2024-01-02 00:16:56.167242
5704395453652,981,video,7186636925434,284,2024-01-02 00:11:10.425559
4664627961286,771,video,5846980837103,511,2024-01-02 00:01:42.032138
0428418611637,878,video,2637824852726,1700,2024-01-02 00:12:52.355746
3021451201692,1410,voice,5682097430201,107,2024-01-02 00:04:19.295753
9697549663407,229,video,1862067395323,781,2024-01-02 00:05:10.700586
9438967354506,644,video,4220703880511,725,2024-01-02 00:09:47.007721
2615504739432,1822,video,8018359236654,143,2024-01-02 00:05:28.204835
7105538145584,108,video,3266557581703,719,2024-01-02 00:02:53.132775
0890372026900,1625,video,2515506128408,23,2024-01-02 00:03:49.481518
7663403787200,1042,video,8363694189967,912,2024-01-02 00:01:55.149127
0078889958534,1560,video,4922654965436,1710,2024-01-02 00:15:35.792307
0738999248839,1526,voice,3889353764407,1326,2024-01-02 00:10:25.547256
7921652576255,1368,video,7287413086465,1586,2024-01-02 00:06:27.242780
5803441724307,1441,video,7474622209035,747,2024-01-02 00:01:31.140506
3396070802511,169,video,2818313191760,605,2024-01-02 00:16:24.709851
6900620939015,147,voice,1088527956478,1308,2024-01-02 00:03:00.821699
8556987213065,1288,voice,6756425875083,882,2024-01-02 00:13:44.717331
9444526816335,339,video,2152359077993,987,2024-01-02 00:14:16.309116
4016300408728,1447,video,4036747009403,366,2024-01-02 00:07:06.990343
1880661447106,1947,voice,6807087148657,881,2024-01-02 00:05:47.260660
6484130299799,1783,voice,6720325750117,1265,2024-01-02 00:02:14.836169
9220808597305,670,voice,6893465641691,1515,2024-01-02 00:11:13.358264
4485704391629,1894,video,7325433674435,181,2024-01-02 00:01:13.339088
2589809078648,1403,voice,7329724446609,1578,2024-01-02 00:15:26.499187
7226030536373,1438,video,9229951922231,1282,2024-01-02 00:04:53.604214
9586004726402,1604,voice,5512413431137,167,2024-01-02 00:14:40.040025
3383616005212,856,voice,9499853300263,944,2024-01-02 00:04:24.616859
8179275643864,1750,voice,0642625618090,1589,2024-01-02 00:04:36.193562
6675295815154,965,video,3260421714697,1455,2024-01-02 00:12:04.198695
2940515017388,1985,video,1226068488460,351,2024-01-02 00:06:13.703108
1654096682489,188,video,1342810608979,445,2024-01-02 00:03:01.746021
7373632706365,1433,video,6929660263772,138,2024-01-02 00:02:05.355411
5537872802460,1137,video,1464027693561,1781,2024-01-02 00:04:21.130517
0914216353313,1196,video,4912743229899,684,2024-01-02 00:16:51.543123
8473546059214,1825,voice,4536976102854,1129,2024-01-02 00:02:32.805919
5507580381997,447,video,8741609135888,496,2024-01-02 00:15:02.041103
9950897475152,1441,video,4939760716451,1272,2024-01-02 00:12:23.156672
2096661662697,819,video,5070448887400,1421,2024-01-02 00:14:11.432505
3053285279691,771,video,5272072805019,911,2024-01-02 00:15:48.135570
3240520161388,984,video,3241404183088,832,2024-01-02 00:09:16.583744
6936942381643,1550,voice,9923909911740,959,2024-01-02 00:01:39.174786
